"number","rateA"
"400",58.217740043877775
"296",44.40526502378798
"27",11.541118812010573
"75",139.36572334021017
"392",48.852277515080054
"50",25.55622626382769
"162",14.572589190574822
"63",5.663718478936026
"303",38.06635171814507
"92",11.922223721162645
"208",111.22595594216487
"214",97.71933411888936
"120",6.806586973583588
"224",124.9218452701513
"87",12.121050081748951
"117",158.90137285367297
"255",12.832223125900368
"178",1.8231419484777565
"89",7.194306660465878
"275",26.513037457069007
"176",623.2624622442778
"182",19.305882866784213
"225",4.916004983082752
"195",33.09052426869766
"286",5.08292498107411
"249",3.2783300864990568
"161",27.25136062160718
"202",67.73853270293503
"346",23.906433677592364
"389",70.1908843984772
"146",6.350976163903942
"142",17.42071541752627
"219",13.303862793902722
"256",5.850010113634229
"291",2.318599249945015
"80",23.567468413410758
"203",14.099217633931902
"308",135.0507045051291
"360",62.42235460260229
"113",40.83802322594439
"110",6.205380752363239
"322",72.92276838734132
"269",121.87178965854913
"157",7.747323961238692
"57",4.207776457756557
"165",8.53962952002988
"231",22.063464680516958
"384",89.43430067922557
"327",6.1291224150405785
"173",24.798086859757777
"284",10.255330433202055
"200",60.027353288224674
"171",2.755036505247798
"233",2.706242242463288
"345",17.556287231981898
"130",5.526233788122642
"273",31.578688078531858
"319",43.38103801062375
"312",126.17579735361163
"15",12.70588437229503
"61",13.863185057736915
"67",16.436705014028494
"247",2.2982307052664175
"108",14.56157114365871
"100",20.524343763767448
"344",80.25731306048866
"385",31.72752382325989
"46",37.941356578819935
"251",2.1081540137502057
"170",3.852202602038103
"151",2.205207361895463
"248",4.92947287956934
"68",14.114672247659342
"56",4.382623257115506
"147",4.130193353671739
"76",18.36304639633139
"186",7.531002694342215
"342",30.653671748573352
"180",3.854443856418355
"135",4.958094676154912
"262",130.2207824395498
"48",158.90137285367297
"103",8.946548072890184
"355",24.426138757540027
"393",76.77918051410754
"408",21.01369707961177
"32",0.8041433496609729
"109",10.328728674267063
"264",11.172520929548899
"320",41.298864513823865
"217",326.95478881977635
"334",5.742910869388276
"405",36.01289688611671
"2",314.6666719042875
"183",4.531833859939615
"155",16.438463985087523
"51",40.62392988618305
"53",74.24973541008536
"106",9.761233740222227
"111",12.175724847754907
"141",33.85865411283936
"287",18.7763205542146
"93",79.45068642683648
"213",28.517826975808152
"278",26.301542376140038
"10",4.443849144548459
"340",12.62474587468361
"356",7.540955589576116
"265",13.54918396183213
"215",326.95478881977635
"305",842.1755917749675
"154",8.570378038715738
"321",1776.5713570942623
"358",40.12865653024433
"49",18.44886270419608
"218",4.848996551887398
"5",2.9947398084782213
"62",30.6373719686319
"196",19.37216694529363
"90",38.74490975333935
"234",11.62239365513273
"404",67.2815798111881
"205",95.03643429099418
"237",3.557889971786467
"201",68.18859452840486
"311",23.800808863648495
"390",56.17941690401972
"315",17.948919853783405
"298",24.640403132606167
"366",30.267202696300195
"164",7.461556422894151
"380",11.465330437212664
"86",29.681753657202478
"126",5.771225813307972
"152",19.58018479030373
"71",17.83495845788637
"37",1.1037571973053397
"226",19.604012222046823
"399",57.53212405769796
"245",91.33771350039916
"266",502.49026154525615
"268",23.362796987287663
"6",2.9947398084782213
"125",12.647118859606646
"98",12.68979540781616
"272",39.058025277689424
"379",5.107283558394734
"174",55.560599840512005
"187",57.009218638343114
"7",2.950658770546009
"361",80.25731306048866
"261",130.2207824395498
"194",19.37216694529363
"140",33.85865411283936
"397",72.96119369135332
"337",224.72047656936823
"107",13.307557279987513
"102",7.294120495473198
"69",8.76718079204668
"354",23.408382975975858
"282",9.840650751122935
"97",12.73454238093301
"4",1.728642826184593
"221",3.3034007924706374
"235",38.321430637854085
"212",12.50204014296997
"210",29.33757683975868
"369",17.568086173869844
"13",2.556434333878416
"136",49.27322401941545
"211",17.845977895735903
"134",3.9837902379078725
"133",15.739754053998336
"148",14.030786996539353
"240",39.22211589377514
"329",15.00843136844653
"193",9.61407116409741
"373",29.243725334804328
"118",6.456392139177917
"283",7.2526710984673235
"246",62.80343275465318
"38",1.4981365104624549
"375",85.74869197564175
"188",27.453484058174986
"307",17.345823053188926
"199",14.865795066652609
"116",10.578859566251108
"378",30.692187647413096
"376",4.458739614471592
"66",25.900183558480137
"411",16.293538034321944
"241",24.812594322110126
"301",615.7303129130235
"18",0.3446694049603314
"132",184.71909387390704
"29",0.4524921872512638
"78",36.62839085635526
"388",70.1908843984772
"367",61.71311038524081
"382",5.481574226970378
"74",25.79078419490877
"402",48.852277515080054
"119",4.730171288729355
"236",3.11147688423697
"42",374.5341276156137
"33",0.32104127558604406
"28",23.398503662264183
"52",32.16864264245972
"381",8.778143615990949
"347",56.18011914234206
"121",10.701460412740312
"290",9.50364342909942
"115",17.12283370195856
"395",47.210184153228624
"409",6.1800912097620655
"314",38.97428640101262
"351",46.049277985526274
"163",17.32725039811228
"339",28.810317508893366
"281",14.844762044470041
"58",2.9924451394247096
"25",0.22722522272686316
"114",85.42590727835471
"374",48.60392031724674
"166",12.65112656603535
"31",0.6583829075820176
"274",39.058025277689424
"370",43.869302749048245
"206",57.69655156588526
"279",1.4708450284704588
"280",23.97163316324146
"313",12.248102690939376
"364",22.536141441411438
"44",158.90137285367297
"169",5.707463961696193
"129",41.16560620078352
"189",10.10467710683478
"150",12.009756091325944
"259",135.21684864846864
"94",14.677897262353863
"352",56.18011914234206
"288",13.68619436269256
"99",27.014043818595642
"207",60.027353288224674
"47",124.08112583911067
"330",5.22760659800547
"73",37.941356578819935
"82",30.072528310439132
"285",7.417688995528926
"310",52.98537794785664
"406",67.93242943451278
"79",41.16560620078352
"216",74.33092705316201
"377",4.740938324248275
"84",4.105005725533372
"325",15.357657673797588
"104",16.80766851494517
"124",10.734129259560243
"238",19.420894326485072
"209",37.94178921286248
"185",9.902844220170534
"267",40.85826846715787
"70",8.205850435619604
"410",5.730618569117362
"349",19.044108183844767
"391",48.806168701111126
"191",22.360523158823387
"8",7.39212093978185
"304",230.70409812396716
"338",28.810317508893366
"198",57.69655156588526
"64",32.820776045381294
"222",3.6702845216753777
"343",29.558250679132716
"91",5.569079754159388
"60",62.040562919555335
"158",251.2451307726281
"156",8.939749352582405
"229",18.912300912025362
"348",53.50487537365911
"144",23.227620556701687
"220",9.837527264256135
"22",0.5402144480434234
"11",2.221905253722295
"271",8.275888674658834
"383",5.28515644181796
"324",13.142447273593035
"277",18.47190938739071
"398",38.87897518501181
"16",0.7693748683881103
"331",8.559804336521912
"40",124.08112583911067
"72",91.66539436479782
"128",20.419011612972195
"145",8.781896448807332
"36",0.37460573243655476
"95",4.03170544094652
"138",2.89701802871584
"336",21.607738131670022
"294",60.48044865270978
"353",23.408382975975858
"232",6.965333223774263
"153",11.288068925843616
